date_of_journey,month,day_of_week,airline,flight_number,tail_number,origin_airport,destination_airport,scheduled_departure,departure_time,departure_delay,taxi_out,takeoff_time,scheduled_time,elapsed_time,air_time,distance,landing_time,taxi_in,scheduled_arrival,arrival_time,arrival_delay,diverted,cancelled,cancellation_reason,air_system_delay,security_delay,airline_delay,late_aircraft_delay,weather_delay
2015-10-29,October,Thursday,OO,4499,N616QX,14869,10140,15:15:00,15:07:00,-8.0,14.0,15:21:00,98.0,96.0,76.0,493,16:37:00,6.0,16:53:00,16:43:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-27,January,Tuesday,AA,1186,N3JNAA,DFW,BOS,06:20:00,,,,,201.0,,,1562,,,10:41:00,,,0,1,B,0.0,0.0,0.0,0.0,0.0
2015-11-12,November,Thursday,AA,1786,N668AW,PHL,FLL,20:45:00,20:40:00,-5.0,13.0,20:53:00,170.0,162.0,146.0,992,23:19:00,3.0,23:35:00,23:22:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-19,November,Thursday,AA,2289,N5FDAA,SAN,DFW,07:50:00,07:46:00,-4.0,18.0,08:04:00,175.0,170.0,142.0,1171,12:26:00,10.0,12:45:00,12:36:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-12,February,Thursday,DL,2249,N948DL,ATL,IAH,22:02:00,22:12:00,10.0,13.0,22:25:00,140.0,120.0,98.0,689,23:03:00,9.0,23:22:00,23:12:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-08,March,Sunday,UA,1284,N75426,EWR,SFO,17:59:00,18:28:00,29.0,23.0,18:51:00,401.0,379.0,349.0,2565,21:40:00,7.0,21:40:00,21:47:00,7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-19,February,Thursday,WN,4541,N960WN,MDW,DEN,14:15:00,14:25:00,10.0,8.0,14:33:00,165.0,147.0,133.0,895,15:46:00,6.0,16:00:00,15:52:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-20,May,Wednesday,WN,839,N397SW,LAX,PHX,19:05:00,19:45:00,40.0,10.0,19:55:00,75.0,72.0,57.0,370,20:52:00,5.0,20:20:00,20:57:00,37.0,0,0,Not Cancelled,0.0,0.0,0.0,37.0,0.0
2015-05-22,May,Friday,EV,6092,N11165,LIT,DEN,16:43:00,16:38:00,-5.0,13.0,16:51:00,146.0,153.0,130.0,771,18:01:00,10.0,18:09:00,18:11:00,2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-22,September,Tuesday,DL,2596,N999DN,ATL,CHS,16:36:00,16:31:00,-5.0,15.0,16:46:00,74.0,70.0,45.0,259,17:31:00,10.0,17:50:00,17:41:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-02,April,Thursday,WN,795,N943WN,ABQ,DAL,10:20:00,10:16:00,-4.0,9.0,10:25:00,95.0,89.0,77.0,580,12:42:00,3.0,12:55:00,12:45:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-30,May,Saturday,US,1875,N749US,ATL,CLT,13:55:00,13:52:00,-3.0,15.0,14:07:00,77.0,66.0,39.0,226,14:46:00,12.0,15:12:00,14:58:00,-14.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-27,December,Sunday,EV,2848,N906EV,GRK,DFW,12:10:00,18:55:00,405.0,9.0,19:04:00,60.0,75.0,37.0,134,19:41:00,29.0,13:10:00,20:10:00,420.0,0,0,Not Cancelled,15.0,0.0,202.0,203.0,0.0
2015-04-13,April,Monday,OO,7420,N440SW,IMT,MSP,12:55:00,12:42:00,-13.0,11.0,12:53:00,72.0,69.0,54.0,257,13:47:00,4.0,14:07:00,13:51:00,-16.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-29,July,Wednesday,DL,800,N902DA,ATL,BOS,07:30:00,07:28:00,-2.0,27.0,07:55:00,155.0,169.0,133.0,946,10:08:00,9.0,10:05:00,10:17:00,12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-20,June,Saturday,US,1880,N833AW,MCO,DCA,13:15:00,13:16:00,1.0,21.0,13:37:00,133.0,129.0,103.0,759,15:20:00,5.0,15:28:00,15:25:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-22,April,Wednesday,WN,1427,N448WN,SNA,SJC,18:30:00,18:25:00,-5.0,7.0,18:32:00,70.0,65.0,55.0,342,19:27:00,3.0,19:40:00,19:30:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-06,March,Friday,HA,515,N492HA,OGG,HNL,22:54:00,22:48:00,-6.0,4.0,22:52:00,33.0,38.0,27.0,100,23:19:00,7.0,23:27:00,23:26:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-17,January,Saturday,DL,1134,N534US,ATL,PBI,08:20:00,08:20:00,0.0,15.0,08:35:00,108.0,97.0,76.0,545,09:51:00,6.0,10:08:00,09:57:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-16,January,Friday,B6,574,N584JB,TPA,EWR,18:10:00,18:32:00,22.0,15.0,18:47:00,152.0,160.0,138.0,997,21:05:00,7.0,20:42:00,21:12:00,30.0,0,0,Not Cancelled,8.0,0.0,11.0,11.0,0.0
2015-06-05,June,Friday,UA,1735,N36207,PDX,IAH,06:00:00,05:56:00,-4.0,14.0,06:10:00,245.0,249.0,223.0,1825,11:53:00,12.0,12:05:00,12:05:00,0.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-23,February,Monday,DL,972,N6711M,PHX,SLC,19:29:00,19:29:00,0.0,19.0,19:48:00,100.0,92.0,67.0,507,20:55:00,6.0,21:09:00,21:01:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-28,December,Monday,UA,528,N75858,LAX,BOS,08:10:00,09:23:00,73.0,13.0,09:36:00,322.0,330.0,306.0,2611,17:42:00,11.0,16:32:00,17:53:00,81.0,0,0,Not Cancelled,8.0,0.0,73.0,0.0,0.0
2015-08-19,August,Wednesday,MQ,3520,N909MQ,SDF,ORD,11:51:00,11:50:00,-1.0,7.0,11:57:00,89.0,63.0,52.0,287,11:49:00,4.0,12:20:00,11:53:00,-27.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-13,August,Thursday,AA,283,N380AA,LAX,HNL,09:55:00,10:18:00,23.0,45.0,11:03:00,359.0,396.0,336.0,2556,13:39:00,15.0,12:54:00,13:54:00,60.0,0,0,Not Cancelled,37.0,0.0,0.0,23.0,0.0
2015-01-15,January,Thursday,WN,722,N603SW,SJC,LAX,06:30:00,06:26:00,-4.0,13.0,06:39:00,75.0,70.0,52.0,308,07:31:00,5.0,07:45:00,07:36:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-03,January,Saturday,NK,403,N606NK,ATL,FLL,18:55:00,19:13:00,18.0,22.0,19:35:00,115.0,122.0,86.0,581,21:01:00,14.0,20:50:00,21:15:00,25.0,0,0,Not Cancelled,25.0,0.0,0.0,0.0,0.0
2015-04-02,April,Thursday,AA,1102,N598AA,AUS,DFW,05:15:00,05:12:00,-3.0,9.0,05:21:00,63.0,60.0,41.0,190,06:02:00,10.0,06:18:00,06:12:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-22,September,Tuesday,MQ,3670,N635MQ,ORD,GRR,18:25:00,18:23:00,-2.0,11.0,18:34:00,59.0,45.0,28.0,137,20:02:00,6.0,20:24:00,20:08:00,-16.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-04,September,Friday,UA,245,N38424,ORD,DEN,08:43:00,08:46:00,3.0,18.0,09:04:00,157.0,152.0,124.0,888,10:08:00,10.0,10:20:00,10:18:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-08,June,Monday,EV,4500,N13978,SDF,EWR,12:46:00,12:41:00,-5.0,13.0,12:54:00,126.0,124.0,102.0,642,14:36:00,9.0,14:52:00,14:45:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-15,September,Tuesday,EV,4360,N15910,MAF,IAH,19:35:00,20:43:00,68.0,14.0,20:57:00,87.0,86.0,62.0,429,21:59:00,10.0,21:02:00,22:09:00,67.0,0,0,Not Cancelled,0.0,0.0,67.0,0.0,0.0
2015-12-10,December,Thursday,DL,2404,N388DA,SAN,JFK,06:15:00,06:13:00,-2.0,30.0,06:43:00,319.0,307.0,269.0,2446,14:12:00,8.0,14:34:00,14:20:00,-14.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-21,August,Friday,DL,1082,N322US,OAK,SLC,11:20:00,11:17:00,-3.0,9.0,11:26:00,107.0,93.0,78.0,588,13:44:00,6.0,14:07:00,13:50:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-22,February,Sunday,B6,288,N793JB,LAX,BOS,07:10:00,07:03:00,-7.0,9.0,07:12:00,319.0,277.0,263.0,2611,14:35:00,5.0,15:29:00,14:40:00,-49.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-14,January,Wednesday,UA,1610,N77867,BOS,SFO,08:04:00,08:06:00,2.0,14.0,08:20:00,407.0,376.0,356.0,2704,11:16:00,6.0,11:51:00,11:22:00,-29.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-03,August,Monday,OO,3465,N227AG,ONT,PDX,20:35:00,20:33:00,-2.0,13.0,20:46:00,127.0,132.0,114.0,838,22:40:00,5.0,22:42:00,22:45:00,3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-20,August,Thursday,DL,2091,N945DN,TPA,ATL,12:45:00,12:49:00,4.0,15.0,13:04:00,93.0,95.0,67.0,406,14:11:00,13.0,14:18:00,14:24:00,6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-28,June,Sunday,MQ,3081,N688MQ,DFW,GSP,20:05:00,20:06:00,1.0,52.0,20:58:00,146.0,179.0,110.0,862,23:48:00,17.0,23:31:00,00:05:00,34.0,0,0,Not Cancelled,34.0,0.0,0.0,0.0,0.0
2015-08-23,August,Sunday,AA,1414,N4XJAA,DFW,AUS,10:55:00,10:53:00,-2.0,11.0,11:04:00,64.0,49.0,32.0,190,11:36:00,6.0,11:59:00,11:42:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-28,October,Wednesday,WN,1711,N392SW,11259,13158,13:25:00,14:00:00,35.0,11.0,14:11:00,70.0,71.0,55.0,319,15:06:00,5.0,14:35:00,15:11:00,36.0,0,0,Not Cancelled,1.0,0.0,20.0,15.0,0.0
2015-06-12,June,Friday,EV,5609,N723EV,GRR,DTW,13:37:00,14:31:00,54.0,10.0,14:41:00,54.0,49.0,31.0,120,15:12:00,8.0,14:31:00,15:20:00,49.0,0,0,Not Cancelled,0.0,0.0,49.0,0.0,0.0
2015-06-30,June,Tuesday,OO,6191,N912SW,DEN,BFL,11:16:00,11:31:00,15.0,19.0,11:50:00,151.0,144.0,120.0,845,12:50:00,5.0,12:47:00,12:55:00,8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-06,June,Saturday,DL,1129,N357NW,CVG,DTW,17:30:00,17:24:00,-6.0,11.0,17:35:00,68.0,63.0,44.0,229,18:19:00,8.0,18:38:00,18:27:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-02,April,Thursday,DL,2150,N801DZ,SEA,SLC,18:10:00,18:07:00,-3.0,14.0,18:21:00,110.0,109.0,89.0,689,20:50:00,6.0,21:00:00,20:56:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-12,February,Thursday,WN,905,N411WN,LAX,HOU,19:50:00,19:55:00,5.0,7.0,20:02:00,180.0,197.0,186.0,1390,01:08:00,4.0,00:50:00,01:12:00,22.0,0,0,Not Cancelled,22.0,0.0,0.0,0.0,0.0
2015-01-05,January,Monday,DL,2138,N959DN,ATL,DCA,14:20:00,14:24:00,4.0,14.0,14:38:00,100.0,86.0,68.0,547,15:46:00,4.0,16:00:00,15:50:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-11,March,Wednesday,OO,6327,N708SK,SAN,DEN,15:30:00,15:34:00,4.0,16.0,15:50:00,137.0,146.0,118.0,853,18:48:00,12.0,18:47:00,19:00:00,13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-29,March,Sunday,EV,4167,N16981,MAF,IAH,13:25:00,13:17:00,-8.0,8.0,13:25:00,86.0,81.0,65.0,429,14:30:00,8.0,14:51:00,14:38:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-18,February,Wednesday,AA,1356,N3JHAA,AUS,DFW,09:04:00,09:05:00,1.0,11.0,09:16:00,65.0,71.0,45.0,190,10:01:00,15.0,10:09:00,10:16:00,7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-18,January,Sunday,OO,4565,N679CA,OKC,SLC,17:44:00,17:34:00,-10.0,9.0,17:43:00,155.0,150.0,133.0,866,18:56:00,8.0,19:19:00,19:04:00,-15.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-06,October,Tuesday,MQ,3476,N931MQ,13930,15380,08:35:00,08:32:00,-3.0,11.0,08:43:00,70.0,49.0,36.0,224,10:19:00,2.0,10:45:00,10:21:00,-24.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-06,September,Sunday,UA,817,N815UA,EWR,ORD,11:30:00,11:25:00,-5.0,10.0,11:35:00,151.0,129.0,101.0,719,12:16:00,18.0,13:01:00,12:34:00,-27.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-26,June,Friday,EV,4338,N36915,EWR,CMH,12:06:00,12:01:00,-5.0,9.0,12:10:00,106.0,96.0,81.0,463,13:31:00,6.0,13:52:00,13:37:00,-15.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-18,May,Monday,MQ,3130,N638MQ,FWA,DFW,14:21:00,15:00:00,39.0,4.0,15:04:00,158.0,148.0,137.0,859,16:21:00,7.0,15:59:00,16:28:00,29.0,0,0,Not Cancelled,29.0,0.0,0.0,0.0,0.0
2015-02-10,February,Tuesday,EV,5963,N17560,ORD,SCE,14:40:00,14:40:00,0.0,30.0,15:10:00,97.0,94.0,55.0,528,17:05:00,9.0,17:17:00,17:14:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-23,October,Friday,WN,925,N359SW,14492,10821,15:50:00,15:48:00,-2.0,28.0,16:16:00,65.0,75.0,42.0,255,16:58:00,5.0,16:55:00,17:03:00,8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-03,November,Tuesday,DL,738,N368NW,SLC,ABQ,21:55:00,21:46:00,-9.0,20.0,22:06:00,95.0,101.0,73.0,493,23:19:00,8.0,23:30:00,23:27:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-15,June,Monday,AA,1505,N505AA,DFW,ONT,12:20:00,13:39:00,79.0,12.0,13:51:00,187.0,172.0,154.0,1188,14:25:00,6.0,13:27:00,14:31:00,64.0,0,0,Not Cancelled,0.0,0.0,13.0,51.0,0.0
2015-03-29,March,Sunday,UA,745,N814UA,DEN,PDX,19:10:00,19:06:00,-4.0,15.0,19:21:00,175.0,162.0,141.0,991,20:42:00,6.0,21:05:00,20:48:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-22,March,Sunday,OO,5370,N958SW,ORD,MBS,06:45:00,06:38:00,-7.0,13.0,06:51:00,70.0,61.0,39.0,222,08:30:00,9.0,08:55:00,08:39:00,-16.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-16,March,Monday,UA,233,N596UA,LAX,JFK,16:21:00,16:18:00,-3.0,11.0,16:29:00,319.0,294.0,276.0,2475,00:05:00,7.0,00:40:00,00:12:00,-28.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-11,July,Saturday,WN,1727,N432WN,BWI,SDF,16:25:00,16:28:00,3.0,14.0,16:42:00,100.0,93.0,74.0,495,17:56:00,5.0,18:05:00,18:01:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-28,November,Saturday,WN,3895,N7750A,MSY,BWI,05:55:00,05:53:00,-2.0,13.0,06:06:00,145.0,146.0,130.0,998,09:16:00,3.0,09:20:00,09:19:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-30,January,Friday,EV,5206,N181PQ,AVP,ATL,06:30:00,06:27:00,-3.0,37.0,07:04:00,148.0,146.0,102.0,714,08:46:00,7.0,08:58:00,08:53:00,-5.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-31,July,Friday,OO,6236,N710SK,DEN,SUN,18:45:00,18:37:00,-8.0,17.0,18:54:00,109.0,109.0,88.0,557,20:22:00,4.0,20:34:00,20:26:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-10,August,Monday,WN,3075,N709SW,BNA,SAT,08:10:00,08:05:00,-5.0,8.0,08:13:00,135.0,122.0,110.0,822,10:03:00,4.0,10:25:00,10:07:00,-18.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-01,March,Sunday,UA,174,N32404,IAH,MCO,09:01:00,08:58:00,-3.0,16.0,09:14:00,136.0,129.0,109.0,854,12:03:00,4.0,12:17:00,12:07:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-20,April,Monday,MQ,3072,N604MQ,DBQ,ORD,13:10:00,13:02:00,-8.0,9.0,13:11:00,61.0,59.0,35.0,147,13:46:00,15.0,14:11:00,14:01:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-16,October,Friday,NK,815,N633NK,13930,13495,08:10:00,08:41:00,31.0,15.0,08:56:00,133.0,125.0,105.0,837,10:41:00,5.0,10:23:00,10:46:00,23.0,0,0,Not Cancelled,23.0,0.0,0.0,0.0,0.0
2015-09-21,September,Monday,DL,1165,N923DL,EWR,DTW,06:00:00,05:55:00,-5.0,10.0,06:05:00,105.0,93.0,77.0,488,07:22:00,6.0,07:45:00,07:28:00,-17.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-15,February,Sunday,WN,410,N710SW,DEN,SNA,12:00:00,12:08:00,8.0,19.0,12:27:00,145.0,142.0,118.0,846,13:25:00,5.0,13:25:00,13:30:00,5.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-26,October,Monday,OO,2958,N468CA,15376,14107,15:20:00,15:16:00,-4.0,16.0,15:32:00,51.0,50.0,26.0,110,15:58:00,8.0,16:11:00,16:06:00,-5.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-16,December,Wednesday,WN,182,N262WN,MDW,DCA,19:10:00,19:06:00,-4.0,10.0,19:16:00,110.0,91.0,78.0,601,21:34:00,3.0,22:00:00,21:37:00,-23.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-26,April,Sunday,DL,974,N931DN,MKE,DTW,09:24:00,09:18:00,-6.0,10.0,09:28:00,64.0,63.0,43.0,237,11:11:00,10.0,11:28:00,11:21:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-03,November,Tuesday,DL,2130,N3749D,SEA,LAX,06:34:00,06:34:00,0.0,12.0,06:46:00,156.0,160.0,122.0,954,08:48:00,26.0,09:10:00,09:14:00,4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-22,November,Sunday,WN,2088,N8657B,DEN,RDU,18:10:00,18:09:00,-1.0,11.0,18:20:00,185.0,177.0,162.0,1436,23:02:00,4.0,23:15:00,23:06:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-20,August,Thursday,AA,1348,N437AA,RDU,ORD,18:00:00,18:51:00,51.0,15.0,19:06:00,136.0,115.0,93.0,646,19:39:00,7.0,19:16:00,19:46:00,30.0,0,0,Not Cancelled,0.0,0.0,5.0,25.0,0.0
2015-08-12,August,Wednesday,WN,605,N492WN,BWI,BNA,17:40:00,17:45:00,5.0,11.0,17:56:00,115.0,108.0,85.0,587,18:21:00,12.0,18:35:00,18:33:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-11,October,Sunday,AS,399,N459AS,14831,14747,12:45:00,12:33:00,-12.0,14.0,12:47:00,119.0,122.0,101.0,697,14:28:00,7.0,14:44:00,14:35:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-24,April,Friday,DL,1287,N3751B,DTW,BNA,15:25:00,15:49:00,24.0,21.0,16:10:00,95.0,91.0,64.0,456,16:14:00,6.0,16:00:00,16:20:00,20.0,0,0,Not Cancelled,0.0,0.0,9.0,11.0,0.0
2015-08-08,August,Saturday,UA,1289,N39423,IAH,EWR,10:30:00,10:43:00,13.0,16.0,10:59:00,220.0,206.0,175.0,1400,14:54:00,15.0,15:10:00,15:09:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-12,April,Sunday,DL,323,N694DL,ATL,SJU,08:15:00,08:12:00,-3.0,14.0,08:26:00,202.0,201.0,183.0,1547,11:29:00,4.0,11:37:00,11:33:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-01,February,Sunday,OO,5230,N754SK,ATL,IAH,19:10:00,19:27:00,17.0,27.0,19:54:00,142.0,164.0,128.0,689,21:02:00,9.0,20:32:00,21:11:00,39.0,0,0,Not Cancelled,22.0,0.0,0.0,13.0,4.0
2015-02-11,February,Wednesday,EV,5602,N922EV,ATL,LFT,16:05:00,17:45:00,100.0,11.0,17:56:00,108.0,94.0,79.0,503,18:15:00,4.0,16:53:00,18:19:00,86.0,0,0,Not Cancelled,0.0,0.0,86.0,0.0,0.0
2015-07-22,July,Wednesday,DL,1778,N365NB,MEM,ATL,17:19:00,17:13:00,-6.0,23.0,17:36:00,94.0,123.0,54.0,332,19:30:00,46.0,19:53:00,20:16:00,23.0,0,0,Not Cancelled,23.0,0.0,0.0,0.0,0.0
2015-04-22,April,Wednesday,WN,2787,N228WN,PHX,ELP,08:30:00,08:29:00,-1.0,9.0,08:38:00,70.0,58.0,46.0,347,10:24:00,3.0,10:40:00,10:27:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-16,January,Friday,EV,2529,N876AS,DFW,FSD,14:15:00,14:22:00,7.0,9.0,14:31:00,122.0,114.0,100.0,737,16:11:00,5.0,16:17:00,16:16:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-24,November,Tuesday,UA,246,N53441,ORD,TPA,17:34:00,17:31:00,-3.0,15.0,17:46:00,162.0,154.0,135.0,1012,21:01:00,4.0,21:16:00,21:05:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-06,July,Monday,UA,1900,N79521,SFO,PHL,10:58:00,11:11:00,13.0,15.0,11:26:00,331.0,341.0,320.0,2521,19:46:00,6.0,19:29:00,19:52:00,23.0,0,0,Not Cancelled,21.0,0.0,0.0,2.0,0.0
2015-08-14,August,Friday,EV,4333,N12924,IAH,PIA,19:05:00,19:03:00,-2.0,18.0,19:21:00,143.0,133.0,111.0,802,21:12:00,4.0,21:28:00,21:16:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-14,November,Saturday,AA,2392,N3BHAA,LAX,ORD,06:00:00,05:54:00,-6.0,17.0,06:11:00,253.0,238.0,214.0,1744,11:45:00,7.0,12:13:00,11:52:00,-21.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-19,March,Thursday,AS,67,N529AS,SIT,JNU,18:24:00,18:17:00,-7.0,12.0,18:29:00,36.0,41.0,25.0,95,18:54:00,4.0,19:00:00,18:58:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-30,July,Thursday,OO,6492,N912SW,DEN,COD,19:31:00,19:29:00,-2.0,13.0,19:42:00,87.0,76.0,60.0,391,20:42:00,3.0,20:58:00,20:45:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-24,July,Friday,UA,583,N813UA,MSP,SFO,18:23:00,18:20:00,-3.0,14.0,18:34:00,257.0,242.0,226.0,1589,20:20:00,2.0,20:40:00,20:22:00,-18.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-18,June,Thursday,WN,4643,N7722B,IAD,DEN,08:50:00,08:52:00,2.0,15.0,09:07:00,230.0,243.0,222.0,1452,10:49:00,6.0,10:40:00,10:55:00,15.0,0,0,Not Cancelled,15.0,0.0,0.0,0.0,0.0
2015-03-20,March,Friday,MQ,2929,N695MQ,ORD,RST,15:27:00,15:19:00,-8.0,20.0,15:39:00,71.0,72.0,47.0,268,16:26:00,5.0,16:38:00,16:31:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-03,April,Friday,MQ,3312,N602MQ,ORD,RST,12:40:00,12:37:00,-3.0,28.0,13:05:00,80.0,78.0,47.0,268,13:52:00,3.0,14:00:00,13:55:00,-5.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-04,September,Friday,MQ,3267,N640MQ,TLH,MIA,11:50:00,12:02:00,12.0,11.0,12:13:00,82.0,80.0,64.0,402,13:17:00,5.0,13:12:00,13:22:00,10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-23,June,Tuesday,WN,1720,N365SW,LAS,PHX,14:05:00,14:15:00,10.0,11.0,14:26:00,70.0,67.0,50.0,255,15:16:00,6.0,15:15:00,15:22:00,7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-08,January,Thursday,EV,6135,N13968,IND,ORD,11:17:00,11:10:00,-7.0,11.0,11:21:00,63.0,57.0,42.0,177,11:03:00,4.0,11:20:00,11:07:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-23,November,Monday,OO,4603,N447SW,MSP,ICT,17:45:00,17:41:00,-4.0,20.0,18:01:00,129.0,115.0,90.0,545,19:31:00,5.0,19:54:00,19:36:00,-18.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-08,June,Monday,B6,879,N809JB,LAS,LGB,15:02:00,14:55:00,-7.0,12.0,15:07:00,67.0,61.0,45.0,231,15:52:00,4.0,16:09:00,15:56:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-17,February,Tuesday,F9,214,N938FR,DEN,AUS,11:06:00,10:58:00,-8.0,14.0,11:12:00,121.0,121.0,100.0,775,13:52:00,7.0,14:07:00,13:59:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-03,October,Saturday,EV,5782,N12530,12266,10747,11:32:00,11:30:00,-2.0,11.0,11:41:00,78.0,71.0,52.0,308,12:33:00,8.0,12:50:00,12:41:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
